date,real,nominal
3/1/2006,1688.51,1294.87
4/1/2006,1694.62,1310.61
5/1/2006,1633.34,1270.09
6/1/2006,1630.94,1270.2
7/1/2006,1634.12,1276.66
8/1/2006,1664.98,1303.82
9/1/2006,1715.23,1335.85
10/1/2006,1778.92,1377.94
11/1/2006,1811.01,1400.63
12/1/2006,1831.03,1418.3
1/1/2007,1851.01,1438.24
2/1/2007,1800.73,1406.82
3/1/2007,1801.65,1420.86
4/1/2007,1867.79,1482.37
5/1/2007,1917.87,1530.62
6/1/2007,1879.19,1503.35
7/1/2007,1819.09,1455.27
8/1/2007,1846.91,1473.99
9/1/2007,1906.91,1526.75
10/1/2007,1932.08,1549.38
11/1/2007,1835.13,1481.14
12/1/2007,1820.77,1468.36
1/1/2008,1701.13,1378.55
2/1/2008,1636.67,1330.63
3/1/2008,1613.69,1322.7
4/1/2008,1680.72,1385.59
5/1/2008,1683.26,1400.38
6/1/2008,1523.2,1280
7/1/2008,1500.58,1267.38
8/1/2008,1525.28,1282.83
9/1/2008,1389.13,1166.36
10/1/2008,1165.41,968.75
11/1/2008,1098.79,896.24
12/1/2008,1119.13,903.25
1/1/2009,1019.14,825.88
2/1/2009,902.69,735.09
3/1/2009,977.39,797.87
4/1/2009,1066.57,872.81
5/1/2009,1119.51,919.14
6/1/2009,1110.54,919.32
7/1/2009,1194.85,987.48
8/1/2009,1231.89,1020.62
9/1/2009,1274.84,1057.08
10/1/2009,1248.61,1036.19
11/1/2009,1319.14,1095.63
12/1/2009,1344.81,1115.1
1/1/2010,1290.79,1073.87
2/1/2010,1327.6,1104.49
3/1/2010,1399.81,1169.43
4/1/2010,1418.09,1186.69
5/1/2010,1300.76,1089.41
6/1/2010,1231.7,1030.71
7/1/2010,1316.41,1101.6
8/1/2010,1251.85,1049.33
9/1/2010,1360.31,1141.2
10/1/2010,1409.26,1183.26
11/1/2010,1404.85,1180.55
12/1/2010,1494.08,1257.64
1/1/2011,1521.48,1286.12
2/1/2011,1562.14,1327.22
3/1/2011,1545.92,1325.83
4/1/2011,1579.06,1363.61
5/1/2011,1551.02,1345.2
6/1/2011,1524.02,1320.64
7/1/2011,1490,1292.28
8/1/2011,1401.72,1218.89
9/1/2011,1298.87,1131.42
10/1/2011,1441.3,1253.3
11/1/2011,1435.25,1246.96
12/1/2011,1451.27,1257.6
1/1/2012,1507.96,1312.41
2/1/2012,1562.34,1365.68
3/1/2012,1598.61,1408.47
4/1/2012,1582.43,1397.91
5/1/2012,1484.6,1310.33
6/1/2012,1546.05,1362.16
7/1/2012,1568.29,1379.32
8/1/2012,1590.84,1406.58
9/1/2012,1622.19,1440.67
10/1/2012,1590.09,1412.16
11/1/2012,1601.7,1416.18
12/1/2012,1617.3,1426.19
1/1/2013,1694.36,1498.11
2/1/2013,1699.47,1514.68
3/1/2013,1755.92,1569.19
4/1/2013,1789.28,1597.57
5/1/2013,1823.17,1630.74
6/1/2013,1792.61,1606.28
7/1/2013,1879.59,1685.73
8/1/2013,1819.13,1632.97
9/1/2013,1869.88,1681.55
10/1/2013,1958.54,1756.54
11/1/2013,2018.9,1805.81
12/1/2013,2066.47,1848.36
1/1/2014,1985.81,1782.59
2/1/2014,2062.13,1859.45
3/1/2014,2063.32,1872.34
4/1/2014,2070.46,1883.95
5/1/2014,2106.31,1923.57
6/1/2014,2142.53,1960.23
7/1/2014,2110.22,1930.67
8/1/2014,2193.69,2003.37
9/1/2014,2157.69,1972.29
10/1/2014,2213.8,2018.05
11/1/2014,2280.52,2067.56
12/1/2014,2283.32,2058.9
1/1/2015,2224.41,1994.99
2/1/2015,2336,2104.5
3/1/2015,2280.88,2067.89
4/1/2015,2296.15,2085.51
5/1/2015,2307.59,2107.39
6/1/2015,2252.92,2063.11
7/1/2015,2295.29,2103.84
8/1/2015,2155.59,1972.18
9/1/2015,2102.43,1920.03
10/1/2015,2276.9,2079.36
11/1/2015,2282.21,2080.41
12/1/2015,2250.38,2043.94
1/1/2016,2132.32,1940.24
2/1/2016,2123.52,1932.23
3/1/2016,2253.36,2059.74
4/1/2016,2249.11,2065.3
5/1/2016,2273.1,2096.96
6/1/2016,2268.87,2098.86
7/1/2016,2351.84,2173.6
8/1/2016,2346.8,2170.95
9/1/2016,2339.56,2168.27
10/1/2016,2291.99,2126.15
11/1/2016,2372.52,2198.81
12/1/2016,2415.7,2238.83
1/1/2017,2445.23,2278.87
2/1/2017,2526.73,2363.64
3/1/2017,2523.38,2362.72
4/1/2017,2539.17,2384.2
5/1/2017,2566.16,2411.8
6/1/2017,2576.08,2423.41
7/1/2017,2628.4,2470.3
8/1/2017,2622.42,2471.65
9/1/2017,2657.92,2519.36
10/1/2017,2719.47,2575.26
11/1/2017,2795.84,2647.58
12/1/2017,2826.01,2673.61
1/1/2018,2967.82,2823.81
2/1/2018,2838.67,2713.83
3/1/2018,2757.07,2640.87
4/1/2018,2753.97,2648.05
5/1/2018,2799.95,2705.27
6/1/2018,2810.79,2718.37
7/1/2018,2912.04,2816.29
8/1/2018,2997.27,2901.52
9/1/2018,3007.23,2913.98
10/1/2018,2793.09,2711.74
11/1/2018,2851.26,2760.17
12/1/2018,2599.6,2506.85
1/1/2019,2798.74,2704.1
2/1/2019,2868.02,2784.49
3/1/2019,2905.26,2834.4
4/1/2019,3001.8,2945.83
5/1/2019,2798.85,2752.06
6/1/2019,2991.77,2941.76
7/1/2019,3025.09,2980.38
8/1/2019,2970.36,2926.46
9/1/2019,3018.41,2976.74
10/1/2019,3074.01,3037.56
11/1/2019,3181.81,3140.98
12/1/2019,3276.01,3230.78
1/1/2020,3257.78,3225.52
2/1/2020,2974.9,2954.22
3/1/2020,2607.85,2584.59
4/1/2020,2959.03,2912.43
5/1/2020,3093.02,3044.31
6/1/2020,3131.29,3100.29
7/1/2020,3287.48,3271.12
8/1/2020,3507.31,3500.31
9/1/2020,3366.36,3363
10/1/2020,3269.96,3269.96
11/1/2020,3625.25,3621.63
12/1/2020,3756.07,3756.07
1/1/2021,3809.84,3809.84
