date,real,nominal
10/1/2011,1980.3,1722
11/1/2011,2009.65,1746
12/1/2011,1766.77,1531
1/1/2012,2003.86,1744
2/1/2012,2024.88,1770
3/1/2012,1886.94,1662.5
4/1/2012,1869.22,1651.25
5/1/2012,1765.21,1558
6/1/2012,1814.3,1598.5
7/1/2012,1844.21,1622
8/1/2012,1864.45,1648.5
9/1/2012,1999.78,1776
10/1/2012,1935.59,1719
11/1/2012,1952.11,1726
12/1/2012,1879.61,1657.5
1/1/2013,1882.83,1664.75
2/1/2013,1782.3,1588.5
3/1/2013,1788.44,1598.25
4/1/2013,1645.28,1469
5/1/2013,1559.05,1394.5
6/1/2013,1330.27,1192
7/1/2013,1465.67,1314.5
8/1/2013,1553.75,1394.75
9/1/2013,1475.07,1326.5
10/1/2013,1476.26,1324
11/1/2013,1400.85,1253
12/1/2013,1346.63,1204.5
1/1/2014,1393.61,1251
2/1/2014,1471.09,1326.5
3/1/2014,1423.51,1291.75
4/1/2014,1416.06,1288.5
5/1/2014,1369.3,1250.5
6/1/2014,1437.3,1315
7/1/2014,1404.78,1285.25
8/1/2014,1407.9,1285.75
9/1/2014,1330.85,1216.5
10/1/2014,1277.18,1164.25
11/1/2014,1304.57,1182.75
12/1/2014,1337.45,1206
1/1/2015,1405.18,1260.25
2/1/2015,1347.54,1214
3/1/2015,1309.26,1187
4/1/2015,1299.46,1180.25
5/1/2015,1304.58,1191.4
6/1/2015,1278.73,1171
7/1/2015,1198.35,1098.4
8/1/2015,1240.56,1135
9/1/2015,1219.83,1114
10/1/2015,1250.87,1142.35
11/1/2015,1164.9,1061.9
12/1/2015,1177.24,1069.25
1/1/2016,1225.06,1114.7
2/1/2016,1233.08,1122
3/1/2016,1356.56,1240
4/1/2016,1340.4,1230.85
5/1/2016,1319.77,1217.5
6/1/2016,1427.57,1320.6
7/1/2016,1468.82,1357.5
8/1/2016,1417.62,1311.4
9/1/2016,1421.15,1317.1
10/1/2016,1372.4,1273.1
11/1/2016,1266.64,1173.9
12/1/2016,1242.68,1151.7
1/1/2017,1299.83,1211.4
2/1/2017,1340.42,1253.9
3/1/2017,1336.28,1251.2
4/1/2017,1350.74,1268.3
5/1/2017,1357.03,1275.4
6/1/2017,1320.56,1242.3
7/1/2017,1354.9,1273.4
8/1/2017,1402.85,1322.2
9/1/2017,1355.46,1284.8
10/1/2017,1341.65,1270.5
11/1/2017,1353.95,1282.15
12/1/2017,1370.4,1296.5
1/1/2018,1411.86,1343.35
2/1/2018,1381.03,1320.3
3/1/2018,1382.15,1323.9
4/1/2018,1368.9,1316.25
5/1/2018,1349.12,1303.5
6/1/2018,1293.07,1250.55
7/1/2018,1260.65,1219.2
8/1/2018,1246.68,1206.85
9/1/2018,1221.37,1183.5
10/1/2018,1254.23,1217.7
11/1/2018,1260.72,1220.45
12/1/2018,1329.07,1281.65
1/1/2019,1368.79,1322.5
2/1/2019,1365.21,1325.45
3/1/2019,1323.43,1291.15
4/1/2019,1309.57,1285.15
5/1/2019,1318.03,1296
6/1/2019,1437.22,1413.2
7/1/2019,1452.01,1430.55
8/1/2019,1549.45,1526.55
9/1/2019,1508.43,1487.6
10/1/2019,1524.48,1506.4
11/1/2019,1475.28,1456.35
12/1/2019,1544.32,1523
1/1/2020,1596.66,1580.85
2/1/2020,1637.73,1626.35
3/1/2020,1619.09,1604.65
4/1/2020,1744.22,1716.75
5/1/2020,1753.26,1725.65
6/1/2020,1788.41,1770.7
7/1/2020,1981.54,1971.68
8/1/2020,1974.44,1970.5
9/1/2020,1895.79,1893.9
10/1/2020,1879.9,1879.9
11/1/2020,1781.64,1779.86
12/1/2020,1895.1,1895.1
1/1/2021,1844.2,1844.2
